object_probs,left,top,right,bottom
motorbike 0.91048,209,328,231,361
motorbike 0.89172,96,419,143,483
motorbike 0.81689,25,402,76,461
motorbike 0.81340,123,329,152,371
motorbike 0.81003,252,310,278,343
motorbike 0.74292,145,371,180,409
motorbike 0.62278,269,309,299,347
motorbike 0.62085,3,509,53,602
person 0.87431 motorbike 0.52174,208,311,232,350
car 0.87010,510,236,550,261
car 0.83876,549,212,583,238
car 0.52333,596,211,637,235
person 0.97878,95,397,141,473
person 0.92165,251,289,278,329
person 0.71834,123,314,152,350
person 0.67276,25,386,72,445
person 0.59126,144,342,182,400
person 0.53757,2,496,53,587
