object_probs,left,top,right,bottom
motorbike 0.94887,551,309,577,344
motorbike 0.93796,797,403,867,455
motorbike 0.91677,606,307,631,346
motorbike 0.87646,131,340,204,385
motorbike 0.78835,713,358,760,414
motorbike 0.76618,576,270,604,302
motorbike 0.69999,660,389,695,430
motorbike 0.55892,1050,409,1077,496
car 0.83211,595,222,633,254
car 0.73640,488,252,543,314
person 0.72336,813,375,857,442
person 0.66525,653,360,694,420
person 0.64428,713,346,759,405
person 0.56716,820,373,850,414
person 0.55272,148,318,174,348
person 0.55060,552,290,576,328
