object_probs,left,top,right,bottom
truck 0.78398,474,568,919,716
motorbike 0.91858,31,397,78,462
motorbike 0.89535,294,308,321,346
motorbike 0.73214,162,329,190,370
motorbike 0.69597,210,388,241,426
motorbike 0.55630,22,519,106,638
car 0.90673,509,234,548,261
car 0.79000,548,210,584,237
car 0.57311,597,210,640,234
car 0.57054,594,223,640,272
person 0.85148,292,269,310,299
person 0.76634,226,294,253,324
person 0.71639,160,318,183,349
person 0.62245,208,358,244,419
person 0.61641,263,255,285,285
person 0.60974,12,486,50,548
person 0.60442,293,295,316,326
person 0.57410,32,381,75,451
person 0.55773,222,329,252,366
