object_probs,left,top,right,bottom
person 0.82297 motorbike 0.84083,289,269,307,299
motorbike 0.83323,11,423,57,477
motorbike 0.74937,105,391,134,427
motorbike 0.73213,270,374,302,411
person 0.79114 motorbike 0.67720,345,251,367,284
motorbike 0.57202,65,368,92,404
motorbike 0.51981,65,352,91,391
motorbike 0.50771,197,385,227,425
car 0.60579,171,299,266,363
person 0.87911,11,389,55,445
person 0.79529,269,344,306,400
person 0.78206,624,233,640,261
person 0.71141,644,232,661,264
person 0.70280,193,359,233,419
person 0.61162,102,362,137,419
person 0.58892,555,235,571,266
person 0.56194,606,197,621,219
person 0.52840,605,248,618,275
