object_probs,left,top,right,bottom
motorbike 0.87459,234,307,256,341
motorbike 0.84455,77,379,124,433
motorbike 0.83814,275,287,298,325
motorbike 0.72719,189,327,213,368
motorbike 0.67298,158,306,185,349
motorbike 0.64642,309,310,331,336
motorbike 0.57654,54,506,104,564
person 0.83022 motorbike 0.54549,305,287,330,327
car 0.90762,510,237,548,261
car 0.86301,549,210,583,237
car 0.54281,299,657,519,717
car 0.52332,596,211,638,234
person 0.93151,28,456,105,538
person 0.88863,149,374,191,443
person 0.81794,76,363,122,421
person 0.73937,276,275,297,310
person 0.66593,19,425,68,490
person 0.55527,234,293,257,332
