object_probs,left,top,right,bottom
motorbike 0.90748,146,401,192,460
motorbike 0.84099,71,396,111,457
motorbike 0.82415,236,403,280,461
motorbike 0.52598,30,361,70,422
car 0.76252,135,322,232,385
car 0.54835,813,212,910,241
person 0.94656,256,271,280,314
person 0.93564,237,379,278,442
person 0.90152,147,378,190,450
person 0.89626,323,263,345,305
person 0.87165,70,383,110,450
person 0.80774,608,200,620,222
person 0.79321,554,232,571,264
person 0.73596,626,233,642,260
person 0.70434,646,232,661,263
person 0.65675,607,249,620,274
person 0.61715,404,227,417,252
person 0.54696,362,236,378,264
person 0.51076,416,228,427,250
person 0.50162,625,248,639,277
