object_probs,left,top,right,bottom
truck 0.79464,975,506,1079,701
motorbike 0.78440,186,391,215,427
motorbike 0.73039,269,367,298,407
motorbike 0.64752,624,604,729,669
motorbike 0.55589,38,492,93,576
car 0.88344,511,234,550,259
car 0.76551,550,210,583,236
person 0.97572,316,288,341,331
person 0.91690,237,288,264,334
person 0.90972,268,336,300,398
person 0.83873,345,251,367,287
person 0.82819,31,464,80,532
person 0.80890,185,357,219,417
person 0.78420,293,265,312,296
person 0.61553,669,553,723,642
person 0.59674,186,353,213,391
person 0.55336,380,233,390,251
