object_probs,left,top,right,bottom
truck 0.59730,15,378,156,488
person 0.74299 motorbike 0.84459,293,288,317,325
motorbike 0.80113,248,350,273,381
person 0.56861 motorbike 0.74185,338,270,363,303
motorbike 0.69909,244,330,275,370
car 0.67961,11,386,146,489
car 0.59816,49,354,146,399
person 0.96035,559,232,575,259
person 0.81696,127,328,157,370
person 0.78382,614,194,626,217
person 0.77089,246,320,269,344
person 0.73748,295,277,315,307
person 0.70864,645,232,660,264
person 0.64805,13,609,94,715
person 0.63027,608,250,620,274
person 0.61846,626,236,641,263
person 0.60786,601,236,618,258
person 0.59264,242,322,277,376
