object_probs,left,top,right,bottom
truck 0.69588,484,570,898,716
motorbike 0.83588,204,391,237,434
motorbike 0.82418,290,328,313,356
person 0.78980 motorbike 0.74896,289,308,315,347
motorbike 0.69443,18,395,59,469
motorbike 0.58343,17,528,97,658
motorbike 0.55325,226,306,252,343
motorbike 0.52204,156,348,183,386
car 0.89856,510,236,548,261
car 0.81606,547,210,585,238
car 0.57701,593,223,640,272
car 0.56598,597,210,640,234
car 0.54964,813,212,910,243
person 0.89067,205,359,241,423
person 0.87598,285,269,307,299
person 0.68407,220,295,250,329
person 0.65763,286,298,310,324
person 0.61531,253,257,275,284
person 0.50040,208,331,241,366
