object_probs,left,top,right,bottom
person 0.51801 motorbike 0.81228,187,328,214,371
motorbike 0.80944,247,332,281,368
motorbike 0.70266,122,388,156,427
motorbike 0.69599,56,462,102,519
motorbike 0.64323,103,353,130,384
motorbike 0.57568,189,350,212,377
car 0.89989,510,237,549,262
car 0.78978,548,210,583,238
car 0.50393,812,212,909,245
person 0.97328,54,418,104,497
person 0.67956,100,329,130,368
person 0.65353,121,361,159,418
person 0.61098,249,308,276,344
person 0.52200,234,294,256,325
person 0.51985,188,316,209,347
person 0.50042,241,302,280,360
