object_probs,left,top,right,bottom
motorbike 0.83513,234,290,260,323
motorbike 0.78580,183,285,206,319
motorbike 0.73824,160,329,185,369
car 0.99520,18,397,185,508
car 0.74767,862,573,1079,719
car 0.59404,364,235,406,259
person 0.81558,273,267,293,302
person 0.72705,645,232,662,266
person 0.66912,626,234,643,263
person 0.65567,158,316,183,348
person 0.60571,234,274,256,302
person 0.59793,588,230,604,257
person 0.59185,246,270,268,302
person 0.57722,614,197,626,217
person 0.54447,550,233,568,269
