object_probs,left,top,right,bottom
motorbike 0.79512,175,400,213,458
person 0.52092 motorbike 0.78395,261,326,287,370
motorbike 0.71504,115,358,158,408
motorbike 0.51055,198,331,226,362
car 0.86691,511,235,552,262
car 0.75285,549,210,584,238
car 0.56826,812,213,911,244
person 0.84018,332,253,350,285
person 0.81175,265,290,287,319
person 0.76050,189,310,218,343
person 0.74809,232,272,256,301
person 0.72576,175,358,212,424
person 0.66229,371,252,386,283
person 0.62462,264,313,286,346
person 0.62093,176,350,209,388
person 0.58427,262,276,284,306
person 0.58391,299,265,315,292
person 0.56171,118,340,142,368
