object_probs,left,top,right,bottom
truck 0.83493,624,542,1001,719
motorbike 0.92191,75,455,123,532
person 0.60607 motorbike 0.90470,205,309,230,346
motorbike 0.86415,137,451,189,537
motorbike 0.84129,247,352,276,391
person 0.70417 motorbike 0.81912,330,288,353,325
motorbike 0.76553,103,357,140,416
motorbike 0.73446,267,312,295,345
person 0.61004 motorbike 0.60041,294,252,309,274
car 0.85519,511,237,548,262
car 0.68733,546,209,585,239
car 0.56709,597,211,638,235
car 0.52977,595,232,635,263
car 0.50733,811,213,912,245
person 0.88326,138,438,185,513
person 0.75408,247,331,274,372
person 0.72576,266,292,293,327
person 0.71320,76,440,119,509
person 0.52889,321,253,336,280
person 0.52582,267,275,289,302
person 0.50608,205,300,228,325
