object_probs,left,top,right,bottom
truck 0.56721,597,572,837,714
motorbike 0.87852,265,328,289,367
motorbike 0.71332,120,345,159,403
motorbike 0.60579,178,398,216,456
motorbike 0.50128,205,332,228,363
car 0.88944,511,235,552,261
car 0.73259,549,210,584,238
car 0.57775,811,212,911,244
person 0.84321,198,311,226,349
person 0.80831,266,277,285,306
person 0.78814,266,313,289,348
person 0.72448,334,253,353,283
person 0.71706,243,271,263,303
person 0.71571,180,348,211,387
person 0.69441,269,291,288,319
person 0.59228,122,339,143,367
person 0.56794,373,253,388,282
person 0.55327,179,359,216,423
