object_probs,left,top,right,bottom
motorbike 0.94844,219,329,284,371
motorbike 0.93036,552,290,575,329
motorbike 0.89451,928,398,1013,467
motorbike 0.85134,641,290,661,318
motorbike 0.84294,731,379,780,428
motorbike 0.83521,602,293,623,325
motorbike 0.81169,679,348,711,388
motorbike 0.71333,612,341,652,397
motorbike 0.69960,619,366,652,404
person 0.56414,734,361,780,425
motorbike 0.52518,577,252,600,287
car 0.72988,592,223,637,252
car 0.62615,493,245,555,300
car 0.55415,458,190,487,214
person 0.79826,678,321,715,381
person 0.76858,617,334,647,366
person 0.75854,947,386,996,447
person 0.71107,745,354,774,389
person 0.67244,689,315,714,349
person 0.62765,232,308,259,343
