object_probs,left,top,right,bottom
motorbike 0.88251,171,382,215,437
motorbike 0.84193,256,382,297,438
motorbike 0.82237,0,413,37,490
motorbike 0.80751,335,267,358,295
motorbike 0.71882,88,377,124,439
motorbike 0.68887,48,358,92,413
car 0.82957,154,294,251,372
person 0.96945,274,269,295,303
person 0.94943,259,360,296,421
person 0.93049,172,359,213,425
person 0.87594,335,255,358,286
person 0.83977,0,399,37,470
person 0.78462,645,231,662,265
person 0.78092,555,235,571,267
person 0.76904,624,233,642,264
person 0.68338,47,345,90,406
person 0.56833,86,366,124,428
person 0.55713,605,248,619,275
person 0.54579,607,200,620,220
person 0.51315,417,227,428,250
