object_probs,left,top,right,bottom
motorbike 0.89215,311,333,337,365
motorbike 0.74303,70,393,110,429
motorbike 0.68410,249,347,272,378
motorbike 0.66609,16,389,45,427
motorbike 0.59875,107,330,132,368
motorbike 0.57407,141,353,165,389
car 0.61574,222,286,303,336
car 0.52009,244,266,303,293
person 0.86723,69,359,111,415
person 0.81572,322,251,337,279
person 0.81299,311,313,337,347
person 0.74081,10,359,47,420
person 0.65534,624,232,642,261
person 0.61669,646,231,662,264
person 0.56995,549,235,567,267
person 0.53103,373,237,390,261
person 0.50456,606,249,619,274
person 0.50023,244,313,270,345
