object_probs,left,top,right,bottom
motorbike 0.93503,837,425,914,481
motorbike 0.90942,125,345,195,388
motorbike 0.84943,296,338,363,400
motorbike 0.84930,727,359,772,421
motorbike 0.79954,625,287,649,327
motorbike 0.79217,645,347,678,389
motorbike 0.72630,1043,433,1078,506
person 0.51683,643,323,680,385
motorbike 0.55012,592,330,617,364
car 0.98482,515,355,667,476
car 0.88026,557,236,610,297
person 0.82971,588,303,618,362
person 0.77866,841,381,889,451
person 0.74301,140,328,176,363
person 0.57715,836,391,914,471
person 0.53391,297,238,318,265
person 0.53388,628,228,646,264
