object_probs,left,top,right,bottom
motorbike 0.83701,148,398,189,463
motorbike 0.80455,232,376,271,447
motorbike 0.75591,293,331,315,355
motorbike 0.66416,262,286,285,317
motorbike 0.65251,7,291,54,322
motorbike 0.64573,116,267,156,306
person 0.89663,263,271,285,311
person 0.76456 motorbike 0.58877,315,268,342,303
motorbike 0.58743,477,646,581,719
person 0.90867 motorbike 0.57453,291,307,318,348
car 0.88351,511,235,549,260
car 0.73222,549,209,583,238
person 0.91715,231,361,272,432
person 0.89285,149,377,189,450
person 0.74107,190,309,218,351
person 0.54206,508,594,584,684
