object_probs,left,top,right,bottom
motorbike 0.94873,985,416,1076,493
motorbike 0.91571,797,420,872,472
motorbike 0.91046,707,356,750,413
motorbike 0.90163,636,343,665,385
motorbike 0.88712,283,247,309,273
motorbike 0.85734,322,343,390,395
motorbike 0.83765,162,341,231,384
motorbike 0.82377,583,307,611,353
motorbike 0.76893,625,291,646,321
motorbike 0.51890,625,270,648,312
car 0.97864,500,351,648,460
car 0.87376,560,235,610,293
person 0.92115,799,374,870,456
person 0.77190,707,343,749,408
person 0.72214,183,319,211,348
person 0.71230,174,320,219,374
person 0.63977,328,322,367,386
person 0.55613,636,315,663,346
person 0.50576,285,241,305,264
