object_probs,left,top,right,bottom
traffic light 0.60098,417,172,433,194
motorbike 0.87784,632,328,658,367
motorbike 0.83457,551,305,574,349
motorbike 0.78362,584,294,605,328
motorbike 0.66527,413,309,443,336
motorbike 0.56943,742,365,769,410
motorbike 0.50695,586,308,603,334
car 0.78051,506,229,558,278
car 0.74349,595,216,634,241
car 0.63296,595,226,630,252
car 0.57159,536,216,563,238
person 0.80245,414,291,443,328
person 0.67736,632,308,659,346
person 0.67128,552,290,577,324
person 0.59580,731,339,769,403
person 0.50656,741,332,766,369
