object_probs,left,top,right,bottom
motorbike 0.97107,874,419,958,481
motorbike 0.95962,761,386,830,437
motorbike 0.92379,46,345,124,392
motorbike 0.86739,618,326,646,365
motorbike 0.85068,554,309,581,349
motorbike 0.81816,558,328,580,363
motorbike 0.78303,681,382,749,442
motorbike 0.72993,578,268,604,308
motorbike 0.68414,620,309,647,349
car 0.85536,483,259,545,322
car 0.78627,593,226,632,253
person 0.84438,772,351,820,423
person 0.78948,895,390,944,466
person 0.78605,696,375,745,444
person 0.67857,559,293,582,326
person 0.58479,64,326,93,365
person 0.56058,52,326,98,383
person 0.54861,626,295,650,325
