object_probs,left,top,right,bottom
motorbike 0.98077,866,417,949,479
motorbike 0.93556,56,345,135,390
motorbike 0.85846,753,386,821,434
motorbike 0.85812,554,308,580,349
motorbike 0.80709,556,328,579,362
motorbike 0.78384,619,327,644,363
motorbike 0.77798,618,309,645,350
motorbike 0.75336,578,267,603,307
motorbike 0.63246,693,377,737,441
car 0.81868,593,226,631,253
car 0.78390,483,259,546,322
person 0.83919,695,365,733,425
person 0.81100,558,293,581,326
person 0.79575,880,390,930,466
person 0.55408,625,294,649,325
person 0.53517,772,356,817,421
person 0.51605,68,325,110,383
