object_probs,left,top,right,bottom
motorbike 0.83606,234,290,260,323
motorbike 0.78506,183,285,206,319
motorbike 0.73510,160,329,185,369
car 0.99524,18,397,184,508
car 0.74289,862,573,1079,719
car 0.59909,364,235,406,259
person 0.81628,273,267,293,302
person 0.73173,645,232,662,266
person 0.67216,626,234,643,263
person 0.65574,158,316,183,348
person 0.61699,234,274,256,302
person 0.59510,247,270,268,302
person 0.59447,588,230,604,258
person 0.57069,614,197,625,217
person 0.55533,550,233,568,269
