object_probs,left,top,right,bottom
motorbike 0.95826,858,405,937,464
motorbike 0.91391,949,473,1059,547
motorbike 0.89853,703,382,760,435
motorbike 0.87827,614,309,639,352
motorbike 0.86304,391,320,451,370
motorbike 0.81752,579,286,604,332
motorbike 0.80911,276,324,335,368
person 0.58387 motorbike 0.76473,225,255,255,284
motorbike 0.57991,665,324,700,382
motorbike 0.55083,473,263,498,302
car 0.96386,472,329,585,430
car 0.51227,567,226,616,279
person 0.92481,280,308,326,358
person 0.84880,707,352,756,430
person 0.73087,983,435,1033,523
person 0.72932,864,374,911,445
person 0.68979,399,302,444,364
