object_probs,left,top,right,bottom
person 0.59718 motorbike 0.85728,354,248,374,278
motorbike 0.84806,286,353,315,390
motorbike 0.81561,29,403,76,457
motorbike 0.78762,82,351,110,392
motorbike 0.72399,214,369,247,409
motorbike 0.71745,289,367,317,400
motorbike 0.69487,117,370,145,411
motorbike 0.59655,0,385,14,442
car 0.71055,212,272,270,297
car 0.65977,186,297,282,356
person 0.92024,287,330,315,370
person 0.87460,29,380,74,440
person 0.86032,210,341,249,404
person 0.78697,301,264,316,295
person 0.75405,625,233,640,260
person 0.68888,116,354,143,392
person 0.66513,644,232,661,263
person 0.63291,81,332,108,366
person 0.60363,606,247,619,275
person 0.57454,555,234,571,266
person 0.55525,606,199,620,219
