object_probs,left,top,right,bottom
person 0.54556 motorbike 0.88422,290,291,320,325
motorbike 0.78383,181,484,228,543
motorbike 0.73239,89,439,140,507
motorbike 0.70888,22,434,68,503
motorbike 0.52683,220,309,241,338
car 0.84148,93,343,207,426
car 0.57044,815,212,910,241
person 0.94292,91,420,137,489
person 0.93853,218,290,242,334
person 0.92585,181,437,227,508
person 0.88938,554,233,571,264
person 0.81763,340,251,359,283
person 0.78654,610,201,621,219
person 0.78167,22,420,67,493
person 0.67407,608,250,620,275
person 0.64343,294,278,318,304
person 0.63129,626,235,642,260
person 0.62314,645,232,660,262
