object_probs,left,top,right,bottom
truck 0.51652,14,376,158,487
motorbike 0.90347,246,350,272,384
person 0.83105 motorbike 0.83615,290,287,313,327
person 0.56235 motorbike 0.80336,337,269,362,305
motorbike 0.54844,294,311,313,333
motorbike 0.50573,243,331,273,369
car 0.65275,7,395,149,495
car 0.52418,817,212,907,241
person 0.94965,560,231,575,259
person 0.78854,123,331,151,370
person 0.76032,614,194,626,217
person 0.73972,245,321,266,345
person 0.70707,645,232,661,264
person 0.63351,625,236,641,263
person 0.62797,241,322,275,378
person 0.61599,608,250,620,273
person 0.60290,601,236,618,258
