object_probs,left,top,right,bottom
motorbike 0.93149,309,313,333,338
motorbike 0.86488,224,305,249,342
motorbike 0.78784,172,378,208,440
person 0.67600 motorbike 0.78086,282,268,305,303
motorbike 0.73756,260,372,289,417
motorbike 0.66145,570,624,683,688
motorbike 0.54646,49,287,92,318
motorbike 0.53511,333,272,360,298
motorbike 0.50416,8,514,60,598
car 0.90270,512,235,551,259
car 0.75778,551,210,582,236
person 0.92693,255,343,290,406
person 0.91888,307,293,332,329
person 0.89429,172,359,207,427
person 0.77075,5,488,57,578
person 0.74465,335,253,357,285
person 0.70837,224,297,247,328
person 0.52440,602,566,675,637
