object_probs,left,top,right,bottom
motorbike 0.91155,306,334,334,366
motorbike 0.86774,243,351,269,383
motorbike 0.62450,103,332,129,370
motorbike 0.60397,135,350,161,390
motorbike 0.51001,61,382,108,434
car 0.70119,216,288,301,336
car 0.51715,813,212,909,241
person 0.92323,306,313,332,346
person 0.91997,318,253,332,282
person 0.82179,62,361,107,419
person 0.72501,3,362,41,426
person 0.70502,625,234,642,263
person 0.64892,549,234,567,268
person 0.63304,644,232,661,264
person 0.58105,606,248,619,275
person 0.54189,369,237,385,263
person 0.52481,243,330,270,368
person 0.51867,603,199,618,219
person 0.50942,129,331,150,365
