object_probs,left,top,right,bottom
person 0.54905 motorbike 0.88212,290,291,320,325
motorbike 0.77863,181,484,228,543
motorbike 0.72950,89,439,139,507
motorbike 0.70811,22,434,68,503
motorbike 0.50836,220,309,241,338
car 0.84293,93,343,207,426
car 0.56896,814,212,910,241
person 0.94176,91,420,137,489
person 0.93971,218,290,242,334
person 0.92505,181,437,227,508
person 0.88871,554,234,571,264
person 0.81952,340,251,359,283
person 0.78496,610,202,621,219
person 0.77045,22,420,67,493
person 0.67468,608,250,620,275
person 0.64035,294,278,318,304
person 0.63367,626,235,642,260
person 0.62036,645,232,660,262
