object_probs,left,top,right,bottom
truck 0.56163,0,385,116,532
car 0.65687,0,381,112,535
person 0.50787 motorbike 0.87608,311,289,338,328
person 0.76627 motorbike 0.83818,563,229,577,254
motorbike 0.75541,220,358,257,416
person 0.88074 motorbike 0.54875,261,309,287,348
motorbike 0.54125,225,387,252,422
motorbike 0.51465,266,333,286,357
car 0.53839,812,213,911,242
person 0.87652,220,348,255,404
person 0.77051,645,231,661,264
person 0.70097,625,234,642,264
person 0.60416,309,258,328,282
person 0.57192,262,297,288,321
person 0.56816,601,235,619,259
person 0.55525,309,272,332,304
