object_probs,left,top,right,bottom
motorbike 0.89251,311,333,337,365
motorbike 0.73136,70,393,110,429
motorbike 0.68550,249,347,272,379
motorbike 0.66974,16,389,45,427
motorbike 0.59760,107,330,132,368
motorbike 0.57473,141,353,165,389
car 0.61982,222,286,303,336
car 0.52341,244,266,303,293
person 0.85794,69,359,111,415
person 0.81580,322,251,337,279
person 0.81255,311,313,337,347
person 0.73520,10,359,47,420
person 0.65439,624,232,642,261
person 0.62082,646,231,662,264
person 0.57434,549,235,567,267
person 0.53061,373,237,390,261
person 0.51782,606,249,619,274
