object_probs,left,top,right,bottom
traffic light 0.51255,416,170,434,196
motorbike 0.98046,419,415,509,482
motorbike 0.94302,768,485,877,543
motorbike 0.92460,633,407,721,462
motorbike 0.91300,208,365,283,422
car 0.99916,92,408,343,534
car 0.96614,1012,495,1079,656
car 0.63106,591,222,639,269
person 0.77966,422,399,504,474
person 0.64951,217,345,258,402
person 0.57810,801,451,843,527
person 0.54193,651,381,695,444
person 0.53208,770,443,823,533
person 0.50517,646,234,666,272
person 0.50442,681,391,708,428
