object_probs,left,top,right,bottom
traffic light 0.59845,417,172,433,194
motorbike 0.96074,860,406,947,463
motorbike 0.91445,759,418,840,484
motorbike 0.89929,643,347,676,388
motorbike 0.67958,570,348,598,386
motorbike 0.64233,582,292,603,322
motorbike 0.59443,1014,441,1079,509
motorbike 0.53184,230,253,259,282
motorbike 0.50375,573,330,598,363
car 0.79615,590,227,628,257
car 0.75604,481,267,539,334
person 0.91100,880,377,926,449
person 0.86224,781,398,826,468
person 0.73766,644,313,673,345
person 0.65442,641,319,679,378
person 0.54219,576,313,599,345
