object_probs,left,top,right,bottom
motorbike 0.92123,559,332,583,366
motorbike 0.90564,925,434,1020,498
motorbike 0.85251,799,401,875,451
motorbike 0.84061,720,405,783,463
motorbike 0.80638,625,330,655,368
motorbike 0.75080,2,341,73,395
motorbike 0.70979,582,289,602,320
motorbike 0.68839,639,310,664,341
car 0.75390,591,224,631,255
car 0.74584,484,261,545,325
person 0.79519,734,378,774,445
person 0.78814,812,373,862,442
person 0.78776,560,312,586,346
person 0.72625,206,257,230,285
person 0.52788,950,402,993,464
