object_probs,left,top,right,bottom
person 0.75656 motorbike 0.91540,206,306,230,347
motorbike 0.89518,286,310,311,336
motorbike 0.80591,70,466,120,527
motorbike 0.76275,160,509,207,568
motorbike 0.68009,7,464,52,519
car 0.86982,81,354,193,435
car 0.58895,114,323,191,366
car 0.57686,812,212,910,241
person 0.95572,71,434,117,508
person 0.93181,281,288,311,328
person 0.89619,555,233,571,264
person 0.88586,160,458,207,527
person 0.84649,333,254,353,284
person 0.72632,627,234,643,260
person 0.71280,4,423,50,490
person 0.63869,607,251,621,275
person 0.62536,645,232,660,263
person 0.52843,3,409,19,452
