object_probs,left,top,right,bottom
traffic light 0.60024,417,172,434,194
motorbike 0.91599,872,404,959,467
motorbike 0.78525,765,418,843,484
motorbike 0.77126,571,348,599,388
motorbike 0.72646,642,340,682,391
motorbike 0.56398,582,292,603,323
motorbike 0.54409,1028,436,1079,511
person 0.67916 motorbike 0.50184,580,313,601,344
car 0.75923,481,268,538,334
car 0.73175,590,227,629,258
person 0.81208,883,377,933,451
person 0.73485,796,401,836,465
person 0.56657,645,313,674,344
person 0.51002,642,320,682,379
