object_probs,left,top,right,bottom
motorbike 0.87076,108,421,154,479
motorbike 0.80704,283,308,310,347
motorbike 0.76673,35,400,83,458
person 0.58245 motorbike 0.74943,211,308,238,351
motorbike 0.65729,162,348,188,391
motorbike 0.57353,213,330,236,356
motorbike 0.56460,133,329,165,366
motorbike 0.54099,7,508,59,602
motorbike 0.52803,263,311,286,339
car 0.86261,510,236,550,261
car 0.77247,550,211,584,238
person 0.93932,108,386,153,452
person 0.91724,34,380,81,445
person 0.74389,253,288,281,326
person 0.64652,135,312,163,351
person 0.59193,6,488,59,585
