object_probs,left,top,right,bottom
motorbike 0.93523,301,291,327,320
motorbike 0.86919,113,443,159,493
motorbike 0.79670,205,444,247,506
motorbike 0.72098,41,413,86,484
person 0.91865 motorbike 0.62510,233,288,258,327
car 0.84329,117,326,219,411
car 0.53343,814,212,910,241
person 0.94073,302,271,327,307
person 0.91353,113,404,156,466
person 0.88298,41,405,86,473
person 0.87428,351,245,368,279
person 0.87373,555,234,570,266
person 0.83064,609,200,621,220
person 0.80009,204,416,247,485
person 0.74485,607,250,620,276
person 0.71508,397,234,410,252
person 0.71423,627,233,642,260
person 0.65441,645,232,659,263
person 0.57630,589,233,605,258
person 0.50302,625,249,638,278
