object_probs,left,top,right,bottom
motorbike 0.80281,176,486,225,548
person 0.75957 motorbike 0.78219,288,289,318,326
motorbike 0.74310,214,310,238,339
motorbike 0.68064,293,309,315,333
motorbike 0.62118,87,466,136,519
motorbike 0.60844,177,458,226,527
motorbike 0.52343,15,435,61,507
car 0.68671,91,347,204,427
car 0.67233,813,212,910,240
person 0.95560,86,424,133,491
person 0.92652,212,291,240,336
person 0.92499,179,441,222,508
person 0.90671,338,252,357,284
person 0.90173,555,234,571,264
person 0.76457,612,199,623,218
person 0.72417,627,234,642,261
person 0.69201,607,251,621,276
person 0.63248,645,232,660,263
person 0.51825,590,233,606,259
