object_probs,left,top,right,bottom
motorbike 0.86564,289,310,312,335
person 0.57953 motorbike 0.85048,211,306,233,345
motorbike 0.81917,75,466,123,528
motorbike 0.77838,167,507,217,562
person 0.92027 motorbike 0.56110,284,288,312,327
motorbike 0.51305,12,460,55,518
car 0.88541,84,354,194,433
car 0.72046,813,212,911,240
person 0.95614,76,427,121,490
person 0.93712,167,452,220,531
person 0.93017,334,254,353,283
person 0.85963,555,234,571,263
person 0.82288,8,422,52,490
person 0.71115,627,234,642,260
person 0.68542,210,295,231,331
person 0.62911,607,251,621,275
person 0.60647,645,232,660,263
person 0.50261,613,199,623,217
