object_probs,left,top,right,bottom
car 0.65745 truck 0.56355,76,337,195,446
motorbike 0.67463,278,309,306,341
motorbike 0.59475,140,527,203,590
motorbike 0.53701,1,456,35,528
motorbike 0.51825,198,306,220,350
car 0.56689,813,212,910,240
person 0.95481,556,233,571,264
person 0.83215,55,444,102,510
person 0.82748,375,248,391,282
person 0.82065,327,257,348,287
person 0.80618,142,474,197,556
person 0.76160,192,306,220,352
person 0.71597,278,292,307,327
person 0.70389,626,234,642,261
person 0.68459,644,232,660,263
person 0.64249,607,250,620,275
person 0.60881,612,199,624,218
person 0.50517,601,237,618,258
