object_probs,left,top,right,bottom
motorbike 0.97780,903,415,994,480
motorbike 0.92951,236,328,297,370
motorbike 0.86663,732,382,798,445
motorbike 0.85842,582,306,604,343
motorbike 0.84488,621,326,647,365
motorbike 0.84478,1028,478,1079,557
motorbike 0.81578,683,349,712,393
person 0.54563 motorbike 0.80239,248,250,275,281
motorbike 0.76577,368,319,427,377
motorbike 0.60436,580,290,605,332
motorbike 0.59976,616,302,652,362
car 0.96543,487,338,600,439
car 0.66420,564,236,613,289
person 0.85517,239,309,288,359
person 0.80967,741,355,789,432
person 0.63585,923,379,966,453
