object_probs,left,top,right,bottom
motorbike 0.86994,240,404,283,459
motorbike 0.83939,152,401,197,456
motorbike 0.75752,75,395,113,455
motorbike 0.74146,34,359,72,422
person 0.75051 motorbike 0.73827,324,265,346,302
car 0.84844,138,309,242,387
car 0.53599,813,211,911,242
person 0.94401,260,268,282,310
person 0.93842,240,376,281,440
person 0.81297,554,233,571,265
person 0.80758,625,233,642,263
person 0.77181,645,231,661,265
person 0.72344,608,200,620,221
person 0.70953,153,379,195,445
person 0.64329,404,227,418,252
person 0.62973,72,380,113,449
person 0.60604,606,249,620,275
person 0.54303,369,234,381,262
person 0.53503,415,226,426,250
