object_probs,left,top,right,bottom
truck 0.53141,14,376,157,487
motorbike 0.89704,246,350,272,384
person 0.83305 motorbike 0.83587,290,287,313,327
person 0.56138 motorbike 0.79783,337,269,362,305
motorbike 0.53339,294,311,313,333
motorbike 0.51605,243,331,273,369
car 0.64945,7,395,149,495
car 0.52482,816,212,907,242
person 0.94950,560,231,575,259
person 0.78996,123,331,151,370
person 0.76012,614,194,626,217
person 0.73611,245,321,266,345
person 0.70316,645,232,660,264
person 0.63027,626,236,641,263
person 0.62503,608,250,621,273
person 0.61250,241,322,275,378
person 0.60188,601,236,618,258
