object_probs,left,top,right,bottom
motorbike 0.97835,766,407,835,459
motorbike 0.96289,947,419,1040,487
motorbike 0.89722,267,249,294,276
motorbike 0.87760,583,306,610,349
motorbike 0.86429,627,332,655,370
motorbike 0.85724,198,330,262,375
motorbike 0.79951,694,341,735,404
motorbike 0.50736,343,340,408,388
car 0.96613,494,340,618,453
car 0.76102,561,233,612,291
person 0.95283,776,368,826,452
person 0.76738,967,393,1013,473
person 0.66584,348,321,388,383
person 0.56590,208,321,256,368
person 0.55595,215,316,248,350
person 0.54920,586,294,607,331
