object_probs,left,top,right,bottom
truck 0.85835,499,566,885,716
motorbike 0.82213,200,392,234,435
motorbike 0.81175,13,418,58,479
motorbike 0.79024,145,334,181,391
motorbike 0.74395,288,329,311,358
person 0.79886 motorbike 0.63993,287,307,310,348
person 0.52390 motorbike 0.58992,221,306,248,344
motorbike 0.50385,10,529,90,657
car 0.87819,510,235,549,260
car 0.82709,548,210,584,237
car 0.57856,593,223,640,272
car 0.56635,595,210,641,234
car 0.54580,813,211,908,242
person 0.85129,285,271,305,300
person 0.78894,201,360,237,426
person 0.73169,204,333,237,367
person 0.68759,252,257,274,286
person 0.60824,285,298,307,325
person 0.55588,350,248,366,280
person 0.50423,203,356,234,388
