object_probs,left,top,right,bottom
motorbike 0.85360,328,312,351,342
motorbike 0.83496,99,369,137,408
motorbike 0.58617,40,367,71,407
motorbike 0.58230,155,328,182,371
motorbike 0.58122,272,311,294,347
motorbike 0.50737,141,311,166,346
car 0.69317,273,254,317,276
car 0.62668,812,213,912,241
person 0.87553,326,293,351,329
person 0.80870,100,339,129,370
person 0.75928,625,232,643,261
person 0.72431,339,238,354,263
person 0.70223,38,341,74,400
person 0.69681,549,234,567,268
person 0.68154,644,231,660,262
person 0.56601,100,341,137,397
person 0.52954,605,249,619,274
