object_probs,left,top,right,bottom
motorbike 0.75179,161,325,189,368
motorbike 0.73890,258,329,287,362
person 0.93140 motorbike 0.64870,310,267,331,305
person 0.93257 motorbike 0.64093,557,230,572,260
motorbike 0.61280,353,270,376,296
car 0.94075,41,362,174,464
person 0.89497,353,252,378,292
person 0.84678,259,309,288,350
person 0.82391,160,315,187,354
person 0.78252,10,476,58,557
person 0.73431,85,534,137,625
person 0.69983,645,233,660,264
person 0.69540,612,200,623,218
person 0.68041,625,235,642,262
person 0.58704,607,250,621,274
person 0.54071,601,236,619,257
