object_probs,left,top,right,bottom
motorbike 0.94049,71,350,142,393
motorbike 0.93805,663,342,702,397
motorbike 0.93560,883,436,975,500
motorbike 0.89360,745,382,805,431
motorbike 0.88406,254,359,333,413
motorbike 0.81496,597,330,622,367
person 0.52789 motorbike 0.71101,317,238,338,261
car 0.99166,533,371,703,491
car 0.82419,556,257,610,306
person 0.85828,899,391,945,478
person 0.78145,263,336,305,403
person 0.74585,749,362,800,425
person 0.62562,597,311,623,349
person 0.59766,77,324,122,382
person 0.52903,625,231,645,262
