object_probs,left,top,right,bottom
truck 0.73883,929,494,1079,707
motorbike 0.80628,261,373,291,415
motorbike 0.79737,311,316,333,336
person 0.77942 motorbike 0.78210,287,268,308,301
motorbike 0.73159,585,609,687,681
motorbike 0.69349,227,304,257,342
motorbike 0.69258,175,379,213,439
motorbike 0.57375,52,287,97,318
motorbike 0.50732,11,516,81,597
car 0.90488,511,236,550,261
car 0.86865,549,210,583,237
car 0.63209,596,210,638,235
car 0.51067,595,232,636,263
person 0.95763,310,293,334,331
person 0.92277,175,359,212,422
person 0.89107,257,342,292,407
person 0.78714,620,560,692,639
person 0.75656,338,252,361,287
person 0.74428,228,294,252,332
person 0.52175,9,484,57,553
person 0.50506,378,235,388,253
