object_probs,left,top,right,bottom
motorbike 0.94507,270,309,299,346
motorbike 0.78760,40,475,97,554
motorbike 0.67955,122,546,189,614
motorbike 0.66729,187,332,210,358
motorbike 0.50402,0,453,27,533
car 0.66867,69,352,185,457
person 0.96777,42,446,96,544
person 0.95712,184,308,210,351
person 0.94265,556,231,572,262
person 0.93023,126,489,180,585
person 0.89432,367,251,388,282
person 0.75738,268,295,296,323
person 0.70127,323,260,343,304
person 0.68589,645,233,660,264
person 0.65693,613,197,624,217
person 0.65182,625,234,641,261
person 0.53831,607,250,620,274
person 0.50491,601,236,618,257
