object_probs,left,top,right,bottom
person 0.74992 motorbike 0.90198,310,267,332,302
motorbike 0.82693,206,287,231,323
person 0.80725 motorbike 0.82576,346,268,369,304
motorbike 0.78501,223,367,250,401
motorbike 0.74835,60,378,99,441
motorbike 0.71139,127,439,174,499
person 0.80257 motorbike 0.68534,270,273,290,306
motorbike 0.60087,160,351,185,383
motorbike 0.57357,271,289,289,314
motorbike 0.53671,224,349,253,391
motorbike 0.51731,234,308,258,342
car 0.91100,509,236,550,262
car 0.80837,547,210,585,239
car 0.55213,479,600,716,719
person 0.87560,124,397,172,476
person 0.83486,119,374,157,423
person 0.64531,221,334,248,368
person 0.63774,220,338,255,398
person 0.61925,204,276,228,307
person 0.55896,148,331,172,362
person 0.54977,63,370,88,411
person 0.50664,87,378,106,411
