object_probs,left,top,right,bottom
motorbike 0.86953,268,286,288,317
motorbike 0.82067,116,440,164,504
motorbike 0.78651,50,398,98,451
person 0.84806 motorbike 0.72613,304,266,328,305
motorbike 0.71665,195,286,226,327
person 0.56285 motorbike 0.66135,231,307,253,345
motorbike 0.61554,141,353,175,389
motorbike 0.52546,103,421,167,483
car 0.92772,510,236,550,263
car 0.77609,549,212,584,238
car 0.75273,446,611,683,719
person 0.88524,267,273,288,307
person 0.82475,137,328,177,384
person 0.82398,112,415,162,491
person 0.61704,107,382,150,437
person 0.60678,213,341,247,406
person 0.53857,56,373,83,410
