object_probs,left,top,right,bottom
motorbike 0.93420,1008,418,1078,485
motorbike 0.90651,553,308,576,343
motorbike 0.89778,606,306,628,342
motorbike 0.87848,773,386,835,443
motorbike 0.86954,161,332,232,377
motorbike 0.83606,638,360,682,417
motorbike 0.75417,701,356,746,410
motorbike 0.70357,577,270,603,301
motorbike 0.64354,640,293,659,323
motorbike 0.59869,552,289,576,329
motorbike 0.54863,620,350,646,387
car 0.82608,593,223,634,252
car 0.64302,488,252,544,312
car 0.50209,457,189,486,214
person 0.76775,176,316,203,348
person 0.73028,782,361,828,427
person 0.67266,1026,397,1077,473
person 0.67060,635,344,678,405
