object_probs,left,top,right,bottom
motorbike 0.89401,325,310,351,344
motorbike 0.81646,95,373,134,410
motorbike 0.70965,39,368,70,409
motorbike 0.69134,270,330,295,360
car 0.71310,272,253,316,275
car 0.57760,812,213,911,240
person 0.82188,324,294,352,327
person 0.79902,96,340,135,396
person 0.75798,625,232,644,262
person 0.69444,335,238,350,261
person 0.68636,34,342,70,401
person 0.67723,644,231,661,263
person 0.66135,549,234,567,268
person 0.64993,96,341,127,371
person 0.54623,605,249,619,274
person 0.50752,127,307,154,351
