object_probs,left,top,right,bottom
motorbike 0.89647,235,380,275,443
person 0.81507 motorbike 0.78978,292,308,319,347
motorbike 0.67528,493,645,596,715
person 0.86180 motorbike 0.63151,266,273,288,309
motorbike 0.62131,152,400,192,460
car 0.89468,511,237,549,261
car 0.81589,548,209,583,237
car 0.52508,596,211,637,235
person 0.92123,235,360,274,428
person 0.87890,153,377,191,444
person 0.87567,200,308,226,352
person 0.72702,323,270,346,303
person 0.62580,516,597,595,678
person 0.59834,359,238,372,260
person 0.58236,335,236,346,256
