object_probs,left,top,right,bottom
truck 0.70950,4,392,134,507
motorbike 0.85975,331,289,354,317
motorbike 0.83288,283,315,305,338
motorbike 0.76653,237,350,267,391
car 0.60958,815,211,906,241
person 0.95774,280,288,305,329
person 0.93634,328,269,355,307
person 0.93119,561,231,575,258
person 0.74078,626,234,642,264
person 0.73667,646,232,661,265
person 0.69662,102,339,139,395
person 0.61797,614,192,626,215
person 0.60900,238,336,267,368
person 0.59696,601,237,618,260
person 0.55659,329,255,350,281
person 0.53345,107,338,131,372
person 0.52588,608,250,620,273
