object_probs,left,top,right,bottom
traffic light 0.57708,417,172,433,195
motorbike 0.96519,913,419,1011,483
motorbike 0.83534,576,349,602,391
motorbike 0.81739,655,343,697,399
motorbike 0.67759,804,440,885,502
motorbike 0.60550,622,270,645,302
car 0.82708,476,277,540,337
car 0.79135,588,228,629,256
person 0.80425,656,318,693,377
person 0.75777,940,391,987,466
person 0.75316,820,412,866,483
person 0.73250,582,311,604,345
person 0.53167,659,315,689,350
person 0.52443,578,330,603,365
person 0.50290,583,294,602,325
