object_probs,left,top,right,bottom
motorbike 0.88825,254,288,274,319
motorbike 0.87531,228,423,274,477
motorbike 0.86510,140,399,184,463
person 0.85477 motorbike 0.74025,316,267,342,303
motorbike 0.66388,62,395,106,463
motorbike 0.52261,22,377,66,435
car 0.63618,129,313,231,390
person 0.95995,255,272,275,311
person 0.92461,141,384,183,448
person 0.85845,554,232,571,264
person 0.78096,608,200,620,220
person 0.74346,230,384,272,448
person 0.73221,607,250,620,275
person 0.67431,645,232,660,263
person 0.66166,626,234,642,261
person 0.55576,625,248,638,277
person 0.51259,62,386,106,449
person 0.50624,602,236,617,258
