object_probs,left,top,right,bottom
motorbike 0.93136,291,354,319,386
motorbike 0.86406,122,375,152,411
motorbike 0.83349,224,368,252,401
person 0.58579 motorbike 0.81791,358,249,375,276
motorbike 0.71492,86,352,114,387
motorbike 0.65397,37,398,82,455
motorbike 0.57803,221,352,252,390
motorbike 0.50047,0,388,19,438
car 0.77116,217,270,272,296
car 0.67360,196,301,282,351
person 0.87886,291,331,319,366
person 0.84080,307,257,322,286
person 0.79315,37,370,81,425
person 0.71679,624,233,641,260
person 0.69201,218,340,255,398
person 0.67156,549,234,567,267
person 0.66725,645,232,661,262
person 0.64679,606,248,619,274
person 0.64578,222,335,252,370
person 0.62878,121,353,149,389
person 0.53320,604,199,618,219
