object_probs,left,top,right,bottom
motorbike 0.95776,888,403,972,459
motorbike 0.94666,553,288,577,326
motorbike 0.93786,599,341,638,396
motorbike 0.91394,252,324,316,369
motorbike 0.87202,711,364,758,417
motorbike 0.81829,603,289,623,322
motorbike 0.65944,579,252,601,284
motorbike 0.56360,641,288,659,316
motorbike 0.54073,665,335,693,372
motorbike 0.51969,67,284,110,318
car 0.60143,494,242,549,301
person 0.90798,904,376,954,448
person 0.78458,723,348,751,387
person 0.62404,558,272,579,303
person 0.61700,599,326,638,384
person 0.58527,601,330,628,361
person 0.57761,255,307,302,359
person 0.57318,264,309,292,341
