object_probs,left,top,right,bottom
motorbike 0.94188,251,332,280,363
motorbike 0.82225,175,379,217,437
motorbike 0.76186,331,310,352,336
person 0.71810 motorbike 0.59885,330,291,351,328
motorbike 0.57965,0,476,63,709
car 0.91644,510,235,547,260
car 0.88195,547,209,583,237
car 0.55410,812,211,910,243
car 0.54061,596,210,640,235
person 0.92457,372,254,389,285
person 0.92314,252,309,281,349
person 0.90457,175,360,215,424
person 0.74450,1029,487,1079,579
person 0.73368,332,250,350,280
person 0.61047,354,237,366,261
